2025-01-01,銀行休業日
2025-01-02,銀行休業日
2025-01-03,銀行休業日
2025-01-13,成人の日
2025-02-03,節分
2025-02-11,建国記念の日
2025-02-23,天皇誕生日
2025-02-24,"天皇誕生日 振替休日"
2025-03-03,雛祭り
2025-03-20,春分の日
2025-04-29,昭和の日
2025-05-03,憲法記念日
2025-05-04,みどりの日
2025-05-05,こどもの日
2025-05-06,"みどりの日 振替休日"
2025-05-11,母の日
2025-07-07,七夕
2025-07-21,海の日
2025-08-11,山の日
2025-09-15,敬老の日
2025-09-23,秋分の日
2025-10-13,スポーツの日
2025-11-03,文化の日
2025-11-15,七五三
2025-11-23,勤労感謝の日
2025-11-24,"勤労感謝の日 振替休日"
2025-12-25,クリスマス
2025-12-31,大晦日
