2022-01-01,銀行休業日
2022-01-02,銀行休業日
2022-01-03,銀行休業日
2022-01-10,成人の日
2022-02-03,節分
2022-02-11,建国記念の日
2022-02-23,天皇誕生日
2022-03-03,雛祭り
2022-03-21,春分の日
2022-04-29,昭和の日
2022-05-03,憲法記念日
2022-05-04,みどりの日
2022-05-05,こどもの日
2022-05-08,母の日
2022-07-07,七夕
2022-07-18,海の日
2022-08-11,山の日
2022-09-19,敬老の日
2022-09-23,秋分の日
2022-10-10,スポーツの日
2022-11-03,文化の日
2022-11-15,七五三
2022-11-23,勤労感謝の日
2022-12-25,クリスマス
2022-12-31,大晦日
